ID,tList
5592,"['GO:0006355' 'GO:0006357' 'GO:0009889' 'GO:0010468' 'GO:0010556'
 'GO:0019219' 'GO:0019222' 'GO:0031323' 'GO:0031326' 'GO:0050789'
 'GO:0050794' 'GO:0051171' 'GO:0051252' 'GO:0060255' 'GO:0065007'
 'GO:0080090' 'GO:1903506' 'GO:2000112' 'GO:2001141']"
5703,"['GO:0000003' 'GO:0007154' 'GO:0008037' 'GO:0009856' 'GO:0009875'
 'GO:0009987' 'GO:0022414' 'GO:0032501' 'GO:0044699' 'GO:0044702'
 'GO:0044703' 'GO:0044706' 'GO:0044763' 'GO:0048544' 'GO:0051704']"
5780,"['GO:0006139' 'GO:0006259' 'GO:0006260' 'GO:0006261' 'GO:0006281'
 'GO:0006725' 'GO:0006807' 'GO:0006950' 'GO:0006974' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0033554' 'GO:0034641'
 'GO:0034645' 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0046483' 'GO:0050896' 'GO:0051716' 'GO:0071704'
 'GO:0090304' 'GO:1901360' 'GO:1901576']"
5896,"['GO:0007154' 'GO:0007165' 'GO:0009987' 'GO:0019722' 'GO:0019932'
 'GO:0023052' 'GO:0035556' 'GO:0050789' 'GO:0050794' 'GO:0050896'
 'GO:0065007']"
5994,"['GO:0006091' 'GO:0006629' 'GO:0006720' 'GO:0006721' 'GO:0008152'
 'GO:0008299' 'GO:0008610' 'GO:0009058' 'GO:0009060' 'GO:0009987'
 'GO:0010230' 'GO:0015980' 'GO:0016108' 'GO:0016109' 'GO:0016114'
 'GO:0016116' 'GO:0016117' 'GO:0042440' 'GO:0044237' 'GO:0044238'
 'GO:0044249' 'GO:0044255' 'GO:0045333' 'GO:0046148' 'GO:0071704'
 'GO:1901576']"
6018,"['GO:0006082' 'GO:0006629' 'GO:0006631' 'GO:0006633' 'GO:0006694'
 'GO:0008152' 'GO:0008202' 'GO:0008610' 'GO:0009058' 'GO:0009987'
 'GO:0016053' 'GO:0016125' 'GO:0016126' 'GO:0019752' 'GO:0030258'
 'GO:0032787' 'GO:0034440' 'GO:0043436' 'GO:0044237' 'GO:0044238'
 'GO:0044249' 'GO:0044255' 'GO:0044281' 'GO:0044283' 'GO:0044699'
 'GO:0044710' 'GO:0044711' 'GO:0044763' 'GO:0046394' 'GO:0071704'
 'GO:0072330' 'GO:0080065' 'GO:1901360' 'GO:1901362' 'GO:1901576'
 'GO:1901615' 'GO:1901617']"
6063,"['GO:0006412' 'GO:0006518' 'GO:0006807' 'GO:0008152' 'GO:0009058'
 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0019538' 'GO:0034641'
 'GO:0034645' 'GO:0043043' 'GO:0043170' 'GO:0043603' 'GO:0043604'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0071704' 'GO:1901564' 'GO:1901566' 'GO:1901576']"
6099,"['GO:0000079' 'GO:0001932' 'GO:0006139' 'GO:0006355' 'GO:0006357'
 'GO:0006464' 'GO:0006468' 'GO:0006725' 'GO:0006793' 'GO:0006796'
 'GO:0006807' 'GO:0007049' 'GO:0008152' 'GO:0009058' 'GO:0009059'
 'GO:0009889' 'GO:0009891' 'GO:0009893' 'GO:0009987' 'GO:0010467'
 'GO:0010468' 'GO:0010556' 'GO:0010557' 'GO:0010604' 'GO:0016070'
 'GO:0016310' 'GO:0018130' 'GO:0019219' 'GO:0019220' 'GO:0019222'
 'GO:0019438' 'GO:0019538' 'GO:0031323' 'GO:0031325' 'GO:0031326'
 'GO:0031328' 'GO:0031399' 'GO:0032268' 'GO:0032774' 'GO:0032784'
 'GO:0032786' 'GO:0034641' 'GO:0034645' 'GO:0034654' 'GO:0036211'
 'GO:0042325' 'GO:0043170' 'GO:0043412' 'GO:0043549' 'GO:0044237'
 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267' 'GO:0044271'
 'GO:0044699' 'GO:0044763' 'GO:0045859' 'GO:0045893' 'GO:0045935'
 'GO:0046483' 'GO:0048518' 'GO:0048522' 'GO:0050789' 'GO:0050790'
 'GO:0050794' 'GO:0051171' 'GO:0051173' 'GO:0051174' 'GO:0051246'
 'GO:0051252' 'GO:0051254' 'GO:0051338' 'GO:0051726' 'GO:0060255'
 'GO:0065007' 'GO:0065009' 'GO:0071704' 'GO:0071900' 'GO:0080090'
 'GO:0090304' 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901564'
 'GO:1901576' 'GO:1902680' 'GO:1903506' 'GO:1903508' 'GO:1904029'
 'GO:2000112' 'GO:2001141']"
6124,"['GO:0006355' 'GO:0009889' 'GO:0010468' 'GO:0010556' 'GO:0019219'
 'GO:0019222' 'GO:0031323' 'GO:0031326' 'GO:0050789' 'GO:0050794'
 'GO:0051171' 'GO:0051252' 'GO:0060255' 'GO:0065007' 'GO:0080090'
 'GO:1903506' 'GO:2000112' 'GO:2001141']"
6298,['GO:0031647' 'GO:0050821' 'GO:0065007' 'GO:0065008']
6346,"['GO:0009605' 'GO:0009606' 'GO:0009628' 'GO:0009629' 'GO:0009630'
 'GO:0009958' 'GO:0050896']"
6425,"['GO:0006807' 'GO:0008152' 'GO:0009636' 'GO:0042221' 'GO:0050896'
 'GO:0098754' 'GO:1901698']"
6604,"['GO:0006508' 'GO:0006511' 'GO:0006807' 'GO:0008152' 'GO:0009056'
 'GO:0009057' 'GO:0009987' 'GO:0019538' 'GO:0019941' 'GO:0030163'
 'GO:0043170' 'GO:0043632' 'GO:0044237' 'GO:0044238' 'GO:0044248'
 'GO:0044257' 'GO:0044260' 'GO:0044265' 'GO:0044267' 'GO:0051603'
 'GO:0071704' 'GO:1901564' 'GO:1901565' 'GO:1901575']"
6646,"['GO:0000226' 'GO:0006996' 'GO:0007010' 'GO:0007017' 'GO:0009987'
 'GO:0016043' 'GO:0030865' 'GO:0071840']"
6901,"['GO:0005975' 'GO:0006464' 'GO:0006486' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009100' 'GO:0009101' 'GO:0009987'
 'GO:0019538' 'GO:0034645' 'GO:0036211' 'GO:0043170' 'GO:0043412'
 'GO:0043413' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260'
 'GO:0044267' 'GO:0044699' 'GO:0044710' 'GO:0044723' 'GO:0044763'
 'GO:0070085' 'GO:0071704' 'GO:1901135' 'GO:1901137' 'GO:1901564'
 'GO:1901566' 'GO:1901576']"
6966,"['GO:0007154' 'GO:0007165' 'GO:0007264' 'GO:0009987' 'GO:0023052'
 'GO:0035556' 'GO:0044699' 'GO:0044700' 'GO:0044763' 'GO:0050789'
 'GO:0050794' 'GO:0050896' 'GO:0051716' 'GO:0065007']"
6999,"['GO:0000041' 'GO:0006810' 'GO:0006811' 'GO:0006812' 'GO:0006829'
 'GO:0009987' 'GO:0030001' 'GO:0034220' 'GO:0051179' 'GO:0051234'
 'GO:0055085' 'GO:0071577' 'GO:0098655' 'GO:0098660' 'GO:0098662']"
7115,"['GO:0006082' 'GO:0006091' 'GO:0006099' 'GO:0008152' 'GO:0009060'
 'GO:0009987' 'GO:0015980' 'GO:0044237' 'GO:0044238' 'GO:0044281'
 'GO:0044699' 'GO:0044710' 'GO:0044763' 'GO:0045333' 'GO:0071704']"
7148,"['GO:0000079' 'GO:0001932' 'GO:0006139' 'GO:0006355' 'GO:0006464'
 'GO:0006468' 'GO:0006725' 'GO:0006793' 'GO:0006796' 'GO:0006807'
 'GO:0007049' 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009889'
 'GO:0009987' 'GO:0010467' 'GO:0010468' 'GO:0010556' 'GO:0016070'
 'GO:0016310' 'GO:0018130' 'GO:0019219' 'GO:0019220' 'GO:0019222'
 'GO:0019438' 'GO:0019538' 'GO:0031323' 'GO:0031326' 'GO:0031399'
 'GO:0032268' 'GO:0032774' 'GO:0034641' 'GO:0034645' 'GO:0034654'
 'GO:0036211' 'GO:0042325' 'GO:0043170' 'GO:0043412' 'GO:0043549'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0044699' 'GO:0044763' 'GO:0045859' 'GO:0046483'
 'GO:0050789' 'GO:0050790' 'GO:0050794' 'GO:0051171' 'GO:0051174'
 'GO:0051246' 'GO:0051252' 'GO:0051338' 'GO:0051726' 'GO:0060255'
 'GO:0065007' 'GO:0065009' 'GO:0071704' 'GO:0071900' 'GO:0080090'
 'GO:0090304' 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901564'
 'GO:1901576' 'GO:1903506' 'GO:1904029' 'GO:2000112' 'GO:2001141']"
7191,"['GO:0006461' 'GO:0006810' 'GO:0006897' 'GO:0006898' 'GO:0006900'
 'GO:0006996' 'GO:0009987' 'GO:0016043' 'GO:0016050' 'GO:0016192'
 'GO:0022607' 'GO:0034622' 'GO:0043623' 'GO:0043933' 'GO:0044085'
 'GO:0048268' 'GO:0051179' 'GO:0051234' 'GO:0061024' 'GO:0065003'
 'GO:0071822' 'GO:0071840' 'GO:0072583']"
7194,"['GO:0006412' 'GO:0006518' 'GO:0006807' 'GO:0008152' 'GO:0009058'
 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0019538' 'GO:0034641'
 'GO:0034645' 'GO:0043043' 'GO:0043170' 'GO:0043603' 'GO:0043604'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0071704' 'GO:1901564' 'GO:1901566' 'GO:1901576']"
7264,['GO:0008152']
7299,"['GO:0006082' 'GO:0006520' 'GO:0006566' 'GO:0006807' 'GO:0008152'
 'GO:0009066' 'GO:0009987' 'GO:0019752' 'GO:0043436' 'GO:0044237'
 'GO:0044238' 'GO:0044281' 'GO:0044699' 'GO:0044710' 'GO:0044763'
 'GO:0071704' 'GO:1901564' 'GO:1901605']"
7329,"['GO:0005975' 'GO:0005984' 'GO:0005991' 'GO:0005992' 'GO:0006950'
 'GO:0008152' 'GO:0009058' 'GO:0009311' 'GO:0009312' 'GO:0009987'
 'GO:0016051' 'GO:0033554' 'GO:0034637' 'GO:0044237' 'GO:0044238'
 'GO:0044249' 'GO:0044262' 'GO:0044699' 'GO:0044710' 'GO:0044711'
 'GO:0044723' 'GO:0044763' 'GO:0046351' 'GO:0050896' 'GO:0051716'
 'GO:0070413' 'GO:0071704' 'GO:1901576']"
7353,"['GO:0006629' 'GO:0006643' 'GO:0006665' 'GO:0006672' 'GO:0006807'
 'GO:0008152' 'GO:0008610' 'GO:0009058' 'GO:0009987' 'GO:0030148'
 'GO:0034641' 'GO:0043603' 'GO:0043604' 'GO:0044237' 'GO:0044238'
 'GO:0044249' 'GO:0044255' 'GO:0044271' 'GO:0044699' 'GO:0044710'
 'GO:0044711' 'GO:0044763' 'GO:0046467' 'GO:0071704' 'GO:1901564'
 'GO:1901566' 'GO:1901576']"
7384,"['GO:0006810' 'GO:0009987' 'GO:0044699' 'GO:0044763' 'GO:0044765'
 'GO:0051179' 'GO:0051234' 'GO:0055085' 'GO:1902578']"
7391,"['GO:0006810' 'GO:0006869' 'GO:0010876' 'GO:0033036' 'GO:0044699'
 'GO:0044765' 'GO:0051179' 'GO:0051234' 'GO:0071702' 'GO:1902578']"
7600,['GO:0008152']
7678,"['GO:0006417' 'GO:0006807' 'GO:0008152' 'GO:0009058' 'GO:0009059'
 'GO:0009889' 'GO:0009987' 'GO:0010467' 'GO:0010468' 'GO:0010556'
 'GO:0010608' 'GO:0019222' 'GO:0019538' 'GO:0031323' 'GO:0031326'
 'GO:0032268' 'GO:0034248' 'GO:0034641' 'GO:0034645' 'GO:0043170'
 'GO:0043603' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260'
 'GO:0044267' 'GO:0050789' 'GO:0050794' 'GO:0051171' 'GO:0051246'
 'GO:0060255' 'GO:0065007' 'GO:0071704' 'GO:0080090' 'GO:1901564'
 'GO:1901576' 'GO:2000112']"
7702,"['GO:0006464' 'GO:0006479' 'GO:0006807' 'GO:0008152' 'GO:0008213'
 'GO:0009987' 'GO:0019538' 'GO:0032259' 'GO:0036211' 'GO:0043170'
 'GO:0043412' 'GO:0043414' 'GO:0044237' 'GO:0044238' 'GO:0044260'
 'GO:0044267' 'GO:0071704' 'GO:1901564']"
7762,"['GO:0006139' 'GO:0006325' 'GO:0006333' 'GO:0006351' 'GO:0006354'
 'GO:0006355' 'GO:0006357' 'GO:0006366' 'GO:0006368' 'GO:0006725'
 'GO:0006807' 'GO:0006996' 'GO:0008152' 'GO:0009058' 'GO:0009059'
 'GO:0009889' 'GO:0009891' 'GO:0009893' 'GO:0009987' 'GO:0010467'
 'GO:0010468' 'GO:0010556' 'GO:0010557' 'GO:0010604' 'GO:0016043'
 'GO:0016070' 'GO:0018130' 'GO:0019219' 'GO:0019222' 'GO:0019438'
 'GO:0031323' 'GO:0031325' 'GO:0031326' 'GO:0031328' 'GO:0032774'
 'GO:0032784' 'GO:0032786' 'GO:0032968' 'GO:0034243' 'GO:0034641'
 'GO:0034645' 'GO:0034654' 'GO:0034724' 'GO:0034728' 'GO:0043170'
 'GO:0043933' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260'
 'GO:0044271' 'GO:0045893' 'GO:0045935' 'GO:0045944' 'GO:0046483'
 'GO:0048518' 'GO:0048522' 'GO:0050789' 'GO:0050794' 'GO:0051171'
 'GO:0051173' 'GO:0051252' 'GO:0051254' 'GO:0060255' 'GO:0065007'
 'GO:0071704' 'GO:0071824' 'GO:0071840' 'GO:0080090' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576' 'GO:1902680'
 'GO:1903506' 'GO:1903508' 'GO:2000112' 'GO:2001141']"
7789,"['GO:0000271' 'GO:0005975' 'GO:0005976' 'GO:0008152' 'GO:0009058'
 'GO:0009059' 'GO:0009832' 'GO:0009834' 'GO:0009987' 'GO:0010383'
 'GO:0010410' 'GO:0010413' 'GO:0010417' 'GO:0016051' 'GO:0033692'
 'GO:0034637' 'GO:0034645' 'GO:0042546' 'GO:0043170' 'GO:0044036'
 'GO:0044038' 'GO:0044085' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0044262' 'GO:0044264' 'GO:0045491' 'GO:0045492'
 'GO:0070589' 'GO:0070592' 'GO:0071554' 'GO:0071669' 'GO:0071704'
 'GO:0071840' 'GO:1901576']"
7933,"['GO:0005975' 'GO:0006082' 'GO:0006091' 'GO:0006099' 'GO:0006108'
 'GO:0008152' 'GO:0009060' 'GO:0009987' 'GO:0015980' 'GO:0019752'
 'GO:0043436' 'GO:0043648' 'GO:0044237' 'GO:0044238' 'GO:0044281'
 'GO:0044699' 'GO:0044710' 'GO:0044763' 'GO:0045333' 'GO:0071704']"
8054,"['GO:0000079' 'GO:0000278' 'GO:0001932' 'GO:0007049' 'GO:0009987'
 'GO:0019220' 'GO:0019222' 'GO:0022402' 'GO:0031323' 'GO:0031399'
 'GO:0032268' 'GO:0042325' 'GO:0043549' 'GO:0044770' 'GO:0044772'
 'GO:0045859' 'GO:0050789' 'GO:0050790' 'GO:0050794' 'GO:0051171'
 'GO:0051174' 'GO:0051246' 'GO:0051338' 'GO:0051726' 'GO:0060255'
 'GO:0065007' 'GO:0065009' 'GO:0071900' 'GO:0080090' 'GO:1903047'
 'GO:1904029']"
8084,"['GO:0006082' 'GO:0006629' 'GO:0006631' 'GO:0006633' 'GO:0008152'
 'GO:0008610' 'GO:0009058' 'GO:0009987' 'GO:0016053' 'GO:0019752'
 'GO:0032787' 'GO:0043436' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044255' 'GO:0044281' 'GO:0044283' 'GO:0044699' 'GO:0044710'
 'GO:0044711' 'GO:0044763' 'GO:0046394' 'GO:0071704' 'GO:0072330'
 'GO:1901576']"
8116,['GO:0008152' 'GO:0044699' 'GO:0044710']
8161,"['GO:0006605' 'GO:0006626' 'GO:0006810' 'GO:0006811' 'GO:0006820'
 'GO:0006839' 'GO:0006886' 'GO:0006996' 'GO:0007005' 'GO:0007275'
 'GO:0008104' 'GO:0009791' 'GO:0009987' 'GO:0015031' 'GO:0015833'
 'GO:0016043' 'GO:0017038' 'GO:0030150' 'GO:0032501' 'GO:0032502'
 'GO:0033036' 'GO:0033365' 'GO:0034220' 'GO:0034613' 'GO:0042886'
 'GO:0044699' 'GO:0044707' 'GO:0044743' 'GO:0044763' 'GO:0044765'
 'GO:0044767' 'GO:0045184' 'GO:0046907' 'GO:0048856' 'GO:0051179'
 'GO:0051234' 'GO:0051641' 'GO:0051649' 'GO:0055085' 'GO:0065002'
 'GO:0070585' 'GO:0070727' 'GO:0071702' 'GO:0071705' 'GO:0071806'
 'GO:0071840' 'GO:0072594' 'GO:0072655' 'GO:0090351' 'GO:0098656'
 'GO:1902578' 'GO:1902580' 'GO:1902582' 'GO:1990542']"
8331,['GO:0008152' 'GO:0044699' 'GO:0044710']
8374,"['GO:0006412' 'GO:0006518' 'GO:0006807' 'GO:0008152' 'GO:0009058'
 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0019538' 'GO:0034641'
 'GO:0034645' 'GO:0043043' 'GO:0043170' 'GO:0043603' 'GO:0043604'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0071704' 'GO:1901564' 'GO:1901566' 'GO:1901576']"
8404,"['GO:0006139' 'GO:0006351' 'GO:0006355' 'GO:0006725' 'GO:0006807'
 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009889' 'GO:0009987'
 'GO:0010467' 'GO:0010468' 'GO:0010556' 'GO:0016070' 'GO:0018130'
 'GO:0019219' 'GO:0019222' 'GO:0019438' 'GO:0031323' 'GO:0031326'
 'GO:0032774' 'GO:0034641' 'GO:0034645' 'GO:0034654' 'GO:0043170'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044271'
 'GO:0046483' 'GO:0050789' 'GO:0050794' 'GO:0051171' 'GO:0051252'
 'GO:0060255' 'GO:0065007' 'GO:0071704' 'GO:0080090' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576' 'GO:1903506'
 'GO:2000112' 'GO:2001141']"
8574,"['GO:0000272' 'GO:0005975' 'GO:0005976' 'GO:0008152' 'GO:0009056'
 'GO:0009057' 'GO:0009987' 'GO:0010383' 'GO:0010410' 'GO:0016052'
 'GO:0016998' 'GO:0031221' 'GO:0031222' 'GO:0043170' 'GO:0044036'
 'GO:0044237' 'GO:0044238' 'GO:0044248' 'GO:0044260' 'GO:0044262'
 'GO:0044264' 'GO:0044265' 'GO:0044347' 'GO:0045491' 'GO:0045493'
 'GO:0071554' 'GO:0071704' 'GO:1901575']"
8621,"['GO:0005975' 'GO:0005996' 'GO:0006013' 'GO:0008152' 'GO:0019318'
 'GO:0044238' 'GO:0044281' 'GO:0044699' 'GO:0044710' 'GO:0044723'
 'GO:0071704']"
8627,"['GO:0000079' 'GO:0001932' 'GO:0001933' 'GO:0006139' 'GO:0006469'
 'GO:0006725' 'GO:0006807' 'GO:0008152' 'GO:0009451' 'GO:0009892'
 'GO:0009987' 'GO:0010563' 'GO:0010605' 'GO:0016070' 'GO:0019220'
 'GO:0019222' 'GO:0031323' 'GO:0031324' 'GO:0031399' 'GO:0031400'
 'GO:0032268' 'GO:0032269' 'GO:0033673' 'GO:0034641' 'GO:0042325'
 'GO:0042326' 'GO:0043086' 'GO:0043170' 'GO:0043412' 'GO:0043549'
 'GO:0044092' 'GO:0044237' 'GO:0044238' 'GO:0044260' 'GO:0045736'
 'GO:0045786' 'GO:0045859' 'GO:0045936' 'GO:0046483' 'GO:0048519'
 'GO:0048523' 'GO:0050789' 'GO:0050790' 'GO:0050794' 'GO:0051171'
 'GO:0051172' 'GO:0051174' 'GO:0051246' 'GO:0051248' 'GO:0051338'
 'GO:0051348' 'GO:0051726' 'GO:0060255' 'GO:0065007' 'GO:0065009'
 'GO:0071704' 'GO:0071900' 'GO:0071901' 'GO:0080090' 'GO:0090304'
 'GO:1901360' 'GO:1904029' 'GO:1904030']"
8631,"['GO:0006139' 'GO:0006351' 'GO:0006725' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0016070'
 'GO:0018130' 'GO:0019438' 'GO:0032774' 'GO:0034641' 'GO:0034645'
 'GO:0034654' 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0044271' 'GO:0046483' 'GO:0071704' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576']"
8681,"['GO:0006082' 'GO:0006576' 'GO:0006807' 'GO:0008152' 'GO:0009058'
 'GO:0009308' 'GO:0009309' 'GO:0009987' 'GO:0016053' 'GO:0018130'
 'GO:0019752' 'GO:0030417' 'GO:0030418' 'GO:0034641' 'GO:0042401'
 'GO:0043436' 'GO:0044106' 'GO:0044237' 'GO:0044249' 'GO:0044271'
 'GO:0044281' 'GO:0044283' 'GO:0044699' 'GO:0044710' 'GO:0044711'
 'GO:0044763' 'GO:0046394' 'GO:0046483' 'GO:0071704' 'GO:0072350'
 'GO:0072351' 'GO:1901360' 'GO:1901362' 'GO:1901564' 'GO:1901566'
 'GO:1901576']"
8682,"['GO:0008152' 'GO:0009987' 'GO:0010109' 'GO:0015979' 'GO:0019222'
 'GO:0031323' 'GO:0042548' 'GO:0042549' 'GO:0043467' 'GO:0044237'
 'GO:0050789' 'GO:0050794' 'GO:0065007']"
8758,"['GO:0006810' 'GO:0006811' 'GO:0006820' 'GO:0006821' 'GO:0009987'
 'GO:0015698' 'GO:0034220' 'GO:0051179' 'GO:0051234' 'GO:0055085'
 'GO:0098656' 'GO:0098660' 'GO:0098661' 'GO:1902476']"
8784,"['GO:0006139' 'GO:0006206' 'GO:0006725' 'GO:0006807' 'GO:0006810'
 'GO:0006811' 'GO:0006820' 'GO:0008152' 'GO:0008655' 'GO:0009058'
 'GO:0009112' 'GO:0009987' 'GO:0018130' 'GO:0019438' 'GO:0019856'
 'GO:0034641' 'GO:0034654' 'GO:0043094' 'GO:0043100' 'GO:0044237'
 'GO:0044238' 'GO:0044249' 'GO:0044271' 'GO:0044281' 'GO:0044699'
 'GO:0044710' 'GO:0044711' 'GO:0044763' 'GO:0046112' 'GO:0046483'
 'GO:0051179' 'GO:0051234' 'GO:0055086' 'GO:0071702' 'GO:0071704'
 'GO:0071705' 'GO:0072527' 'GO:0072528' 'GO:1901360' 'GO:1901362'
 'GO:1901564' 'GO:1901566' 'GO:1901576']"
8828,"['GO:0006810' 'GO:0009987' 'GO:0044699' 'GO:0044763' 'GO:0044765'
 'GO:0051179' 'GO:0051234' 'GO:0055085' 'GO:1902578']"
8987,"['GO:0006629' 'GO:0008152' 'GO:0008202' 'GO:0016125' 'GO:0044238'
 'GO:0071704' 'GO:1901360' 'GO:1901615']"
9203,"['GO:0006810' 'GO:0009987' 'GO:0044699' 'GO:0044763' 'GO:0044765'
 'GO:0051179' 'GO:0051234' 'GO:0055085' 'GO:1902578']"
9218,"['GO:0006139' 'GO:0006163' 'GO:0006164' 'GO:0006725' 'GO:0006753'
 'GO:0006754' 'GO:0006793' 'GO:0006796' 'GO:0006807' 'GO:0006810'
 'GO:0006811' 'GO:0006812' 'GO:0006818' 'GO:0008152' 'GO:0009058'
 'GO:0009116' 'GO:0009117' 'GO:0009119' 'GO:0009123' 'GO:0009124'
 'GO:0009126' 'GO:0009127' 'GO:0009141' 'GO:0009142' 'GO:0009144'
 'GO:0009145' 'GO:0009150' 'GO:0009152' 'GO:0009156' 'GO:0009161'
 'GO:0009163' 'GO:0009165' 'GO:0009167' 'GO:0009168' 'GO:0009199'
 'GO:0009201' 'GO:0009205' 'GO:0009206' 'GO:0009259' 'GO:0009260'
 'GO:0009987' 'GO:0015672' 'GO:0015985' 'GO:0015986' 'GO:0015992'
 'GO:0018130' 'GO:0019438' 'GO:0019637' 'GO:0019693' 'GO:0034220'
 'GO:0034404' 'GO:0034641' 'GO:0034654' 'GO:0042278' 'GO:0042451'
 'GO:0042455' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044271'
 'GO:0044281' 'GO:0044283' 'GO:0044699' 'GO:0044710' 'GO:0044711'
 'GO:0044763' 'GO:0044765' 'GO:0046034' 'GO:0046128' 'GO:0046129'
 'GO:0046390' 'GO:0046483' 'GO:0051179' 'GO:0051234' 'GO:0055085'
 'GO:0055086' 'GO:0071704' 'GO:0072521' 'GO:0072522' 'GO:0090407'
 'GO:0098655' 'GO:0098660' 'GO:0098662' 'GO:1901135' 'GO:1901137'
 'GO:1901293' 'GO:1901360' 'GO:1901362' 'GO:1901564' 'GO:1901566'
 'GO:1901576' 'GO:1901657' 'GO:1901659' 'GO:1902578' 'GO:1902600']"
9282,"['GO:0006412' 'GO:0006417' 'GO:0006518' 'GO:0006807' 'GO:0006950'
 'GO:0006952' 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009889'
 'GO:0009890' 'GO:0009892' 'GO:0009987' 'GO:0010467' 'GO:0010468'
 'GO:0010556' 'GO:0010558' 'GO:0010605' 'GO:0010608' 'GO:0010629'
 'GO:0017148' 'GO:0019222' 'GO:0019538' 'GO:0031323' 'GO:0031324'
 'GO:0031326' 'GO:0031327' 'GO:0032268' 'GO:0032269' 'GO:0034248'
 'GO:0034249' 'GO:0034641' 'GO:0034645' 'GO:0043043' 'GO:0043170'
 'GO:0043603' 'GO:0043604' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0044267' 'GO:0044271' 'GO:0048519' 'GO:0048523'
 'GO:0050789' 'GO:0050794' 'GO:0050896' 'GO:0051171' 'GO:0051172'
 'GO:0051246' 'GO:0051248' 'GO:0060255' 'GO:0065007' 'GO:0071704'
 'GO:0080090' 'GO:1901564' 'GO:1901566' 'GO:1901576' 'GO:2000112'
 'GO:2000113']"
9328,"['GO:0006139' 'GO:0006163' 'GO:0006637' 'GO:0006725' 'GO:0006753'
 'GO:0006790' 'GO:0006793' 'GO:0006796' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009117' 'GO:0009150' 'GO:0009259' 'GO:0009698'
 'GO:0009699' 'GO:0009987' 'GO:0010345' 'GO:0019438' 'GO:0019637'
 'GO:0019693' 'GO:0019748' 'GO:0033865' 'GO:0033875' 'GO:0034032'
 'GO:0034641' 'GO:0035336' 'GO:0035337' 'GO:0035383' 'GO:0043603'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044281' 'GO:0044550'
 'GO:0046483' 'GO:0055086' 'GO:0071704' 'GO:0072521' 'GO:1901135'
 'GO:1901360' 'GO:1901362' 'GO:1901564' 'GO:1901568' 'GO:1901576']"
9420,"['GO:0006464' 'GO:0006468' 'GO:0006793' 'GO:0006796' 'GO:0006807'
 'GO:0006810' 'GO:0006897' 'GO:0008152' 'GO:0009987' 'GO:0016192'
 'GO:0016310' 'GO:0018105' 'GO:0018193' 'GO:0018209' 'GO:0019538'
 'GO:0036211' 'GO:0043170' 'GO:0043412' 'GO:0044237' 'GO:0044238'
 'GO:0044260' 'GO:0044267' 'GO:0051179' 'GO:0051234' 'GO:0071704'
 'GO:1901564']"
