source,target,score
990,17650,23.37
990,24237,23.37
990,22953,23.51
990,5323,23.52
990,17233,23.52
990,2840,23.54
990,10615,23.56
990,13393,23.59
990,17194,23.61
990,4736,23.63
990,14210,23.66
990,7678,23.69
990,10011,23.75
990,11558,23.76
990,1538,23.77
990,5263,23.79
990,15321,23.79
990,6018,23.83
990,14133,23.84
990,16384,23.86
990,14916,23.88
990,25357,23.92
990,7115,23.94
990,7148,23.96
990,16496,23.98
990,2750,23.98
990,11367,23.98
990,17486,23.98
990,2539,23.99
990,3079,24.0
990,17823,24.01
990,21391,24.01
990,4558,24.01
990,22145,24.05
990,20058,24.05
990,5412,24.11
990,19271,24.19
990,7329,24.2
990,9556,24.23
990,9815,24.23
990,21550,24.28
990,24418,24.31
990,2156,24.32
990,6099,24.38
990,19192,24.41
990,13675,24.41
990,8331,24.42
990,1994,24.45
990,19489,24.46
990,12858,24.47
990,11036,24.47
990,5994,24.49
990,19413,24.5
990,23775,24.5
990,14411,24.51
990,17402,24.54
990,21100,24.55
990,20674,24.55
990,4299,24.56
990,13080,24.57
990,24766,24.57
990,10467,24.61
990,2617,24.61
990,19763,24.63
990,13673,24.67
990,9282,24.68
990,9420,24.69
990,25753,24.69
1103,13366,22.41
1103,6124,23.17
1103,15264,23.23
1103,4536,23.61
1103,24162,23.78
1103,3727,23.96
1103,2269,24.09
1103,25557,24.11
1103,9706,24.17
1103,1463,24.19
1103,16277,24.25
1103,22637,24.3
1103,2258,24.34
1103,24766,24.37
1103,1532,24.37
1103,23151,24.37
1103,3983,24.41
1103,5536,24.49
1103,11390,24.52
1103,16122,24.54
1103,6901,24.55
1103,8987,24.57
1103,7353,24.57
1103,16176,24.58
1103,8828,24.59
1103,22363,24.63
1103,16171,24.65
1103,1839,24.65
1103,16199,24.69
1103,2429,24.69
1103,13620,24.71
1103,9328,24.72
1146,10466,21.61
1146,8758,22.39
1146,18696,22.67
1146,3592,22.81
1146,19489,22.86
1146,7299,23.03
1146,14863,23.06
1146,10557,23.18
1146,14133,23.24
1146,4422,23.36
1146,22637,23.4
1146,23993,23.53
1146,19349,23.61
1146,16722,23.63
1146,24203,23.64
1146,1538,23.67
1146,4933,23.7
1146,22191,23.72
1146,5896,23.77
1146,16384,23.78
1146,13080,23.78
1146,7762,23.79
1146,17618,23.79
1146,15928,23.81
1146,18856,23.82
1146,24504,23.85
1146,2701,23.91
1146,13628,23.91
1146,3028,23.92
1146,4558,23.94
1146,10170,23.95
1146,13673,23.96
1146,26117,23.96
1146,5182,23.99
1146,2108,24.0
1146,19413,24.01
1146,19403,24.07
1146,12812,24.11
1146,18396,24.12
1146,4688,24.13
1146,15950,24.14
1146,16549,24.15
1146,7115,24.17
1146,18075,24.19
1146,21185,24.22
1146,11835,24.24
1146,25382,24.25
1146,13602,24.28
1146,24229,24.29
1146,23116,24.3
1146,8631,24.3
1146,4936,24.3
1146,18293,24.32
1146,20624,24.33
1146,11069,24.35
1146,23385,24.35
1146,2433,24.37
1146,18516,24.38
1146,24674,24.39
1146,11321,24.4
1146,7264,24.42
1146,24386,24.43
1146,24344,24.43
1146,16638,24.44
1146,21550,24.44
1146,11801,24.45
1146,23103,24.46
1146,23522,24.46
1146,22642,24.5
1146,25677,24.51
1146,22083,24.51
1146,23456,24.51
1146,7191,24.52
1146,22203,24.52
1146,23544,24.53
1146,13638,24.54
1146,17466,24.54
1146,24237,24.54
1146,23752,24.57
1146,12025,24.57
1146,5780,24.58
1146,4299,24.59
1146,3334,24.6
1146,8404,24.6
1146,24989,24.6
1146,7148,24.62
1146,13588,24.63
1146,19931,24.63
1146,14411,24.65
1146,1994,24.66
1146,10219,24.68
1146,13843,24.69
1146,21391,24.72
1411,11801,23.16
1411,4977,23.18
1411,2302,23.35
1411,16496,23.84
1411,15641,23.86
1411,3252,23.87
1411,8374,24.02
1411,12854,24.15
1411,20649,24.19
1411,21554,24.28
1411,7600,24.3
1411,20989,24.32
1411,23385,24.33
1411,20521,24.36
1411,19827,24.37
1411,12201,24.39
1411,10935,24.41
1411,6901,24.43
1411,4513,24.47
1411,3994,24.49
1411,10011,24.51
1411,3983,24.52
1411,9706,24.53
1411,1463,24.57
1411,15565,24.62
1411,2165,24.64
1411,15927,24.66
1411,15746,24.68
1411,25611,24.7
1411,13450,24.7
1411,24201,24.71
1411,21112,24.72
1463,10475,17.67
1463,21100,20.43
1463,20211,20.51
1463,20649,20.69
1463,17194,20.87
1463,9556,21.02
1463,5559,21.02
1463,8161,21.15
1463,9706,21.47
1463,19827,21.53
1463,5205,21.76
1463,18655,21.76
1463,13675,21.98
1463,7194,22.0
1463,20674,22.08
1463,23298,22.32
1463,23715,22.36
1463,13204,22.39
1463,17451,22.51
1463,19431,22.55
1463,16859,22.63
1463,21554,22.63
1463,16199,22.63
1463,13843,22.64
1463,10952,22.71
1463,2535,22.77
1463,7933,22.95
1463,12204,22.99
1463,4977,23.07
1463,25611,23.16
1463,11606,23.16
1463,10640,23.19
1463,15950,23.21
1463,19633,23.21
1463,2104,23.23
1463,9218,23.28
1463,14559,23.29
1463,20724,23.3
1463,11809,23.3
1463,19436,23.39
1463,11801,23.4
1463,16496,23.45
1463,20521,23.48
1463,4736,23.51
1463,19758,23.52
1463,16492,23.53
1463,9451,23.59
1463,8627,23.6
1463,23680,23.61
1463,24418,23.66
1463,10011,23.72
1463,18605,23.72
1463,13408,23.73
1463,7353,23.74
1463,20647,23.75
1463,15927,23.76
1463,23339,23.76
1463,3334,23.77
1463,19692,23.77
1463,25027,23.78
1463,23116,23.79
1463,2258,23.8
1463,4508,23.82
1463,15813,23.83
1463,14266,23.84
1463,6018,23.86
1463,7384,23.89
1463,1907,23.89
1463,9902,23.92
1463,18624,23.92
1463,22718,23.96
1463,18293,23.97
1463,23460,23.98
1463,24504,23.99
1463,26117,24.07
1463,20058,24.08
1463,5412,24.09
1463,13620,24.09
1463,1486,24.1
1463,12201,24.11
1463,14505,24.13
1463,17466,24.14
1463,1994,24.14
1463,3218,24.16
1463,2645,24.17
1463,15746,24.19
1463,7762,24.2
1463,9428,24.22
1463,18856,24.23
1463,18997,24.24
1463,10093,24.25
1463,21394,24.35
1463,21502,24.35
1463,15267,24.36
1463,22363,24.36
1463,18147,24.38
1463,2840,24.38
1463,21112,24.43
1463,2392,24.44
1463,1839,24.47
1463,22642,24.47
1463,25716,24.5
1463,23151,24.55
1463,2156,24.56
1463,24906,24.61
1463,25812,24.64
1463,6646,24.64
1463,25005,24.64
1463,24386,24.65
1463,4933,24.66
1463,10688,24.66
1463,8828,24.69
1463,8631,24.69
1463,19192,24.7
1463,17650,24.71
1463,10773,24.71
1463,24003,24.71
1486,15927,19.91
1486,6063,19.93
1486,8627,20.19
1486,13755,20.32
1486,21687,20.380000000000003
1486,21502,21.2
1486,25611,21.29
1486,2645,21.74
1486,24504,21.79
1486,18994,21.82
1486,12204,22.17
1486,15145,22.31
1486,20782,22.32
1486,20730,22.49
1486,25716,22.56
1486,11403,22.8
1486,2258,22.81
1486,23456,22.87
1486,13843,22.89
1486,14863,22.91
1486,13602,22.96
1486,25382,23.01
1486,15746,23.08
1486,2392,23.15
1486,13044,23.17
1486,22145,23.27
1486,22203,23.28
1486,19827,23.33
1486,10640,23.34
1486,17194,23.39
1486,21100,23.44
1486,23680,23.48
1486,7933,23.54
1486,2108,23.57
1486,20649,23.58
1486,10475,23.58
1486,22642,23.6
1486,13588,23.64
1486,12617,23.73
1486,14719,23.74
1486,17618,23.77
1486,5395,23.78
1486,9218,23.8
1486,15950,23.8
1486,25027,23.8
1486,20674,23.84
1486,3504,23.85
1486,21394,23.86
1486,6425,23.95
1486,7299,23.97
1486,8784,23.99
1486,13675,24.01
1486,12025,24.05
1486,22718,24.09
1486,15679,24.13
1486,20358,24.13
1486,18655,24.16
1486,3990,24.16
1486,17233,24.19
1486,23752,24.22
1486,20009,24.23
1486,15321,24.24
1486,17650,24.27
1486,9556,24.27
1486,11019,24.29
1486,4936,24.3
1486,1839,24.32
1486,4977,24.33
1486,24989,24.4
1486,16859,24.43
1486,16952,24.43
1486,5323,24.44
1486,5263,24.45
1486,5559,24.5
1486,9706,24.5
1486,23116,24.52
1486,16464,24.54
1486,8682,24.56
1486,20211,24.59
1486,26117,24.59
1486,24397,24.59
1486,10241,24.7
1486,18395,24.7
1532,17630,22.75
1532,25557,22.94
1532,7353,23.17
1532,19763,23.23
1532,23103,23.35
1532,18075,23.35
1532,19098,23.53
1532,13620,23.76
1532,10668,23.78
1532,5265,23.79
1532,13286,23.82
1532,7702,23.87
1532,2645,23.95
1532,7299,23.98
1532,2617,23.99
1532,24201,24.02
1532,2750,24.03
1532,22363,24.04
1532,11558,24.06
1532,24251,24.13
1532,2108,24.2
1532,24545,24.21
1532,24386,24.22
1532,11434,24.23
1532,22576,24.27
1532,22872,24.29
1532,6604,24.34
1532,13080,24.34
1532,1556,24.35
1532,4533,24.36
1532,19238,24.37
1532,15927,24.38
1532,2392,24.41
1532,11793,24.43
1532,2701,24.44
1532,2253,24.45
1532,17451,24.48
1532,2156,24.48
1532,17486,24.49
1532,2792,24.49
1532,11732,24.51
1532,1593,24.52
1532,9420,24.52
1532,6018,24.52
1532,7264,24.52
1532,16122,24.54
1532,2258,24.54
1532,23151,24.55
1532,11257,24.55
1532,21554,24.56
1532,2662,24.56
1532,3252,24.57
1532,2979,24.58
1532,4936,24.6
1532,21394,24.62
1532,13408,24.64
1532,21502,24.64
1532,15565,24.65
1532,6646,24.66
1532,18994,24.67
1532,17650,24.67
1532,6999,24.67
1532,8331,24.67
1532,13009,24.69
1532,24114,24.7
1532,11403,24.7
1532,10773,24.71
1532,1808,24.72
1538,5263,13.56
1538,3079,16.380000000000003
1538,19489,16.64
1538,1670,17.98
1538,18856,20.43
1538,16549,20.53
1538,22191,20.73
1538,15928,21.02
1538,22916,21.15
1538,21391,21.37
1538,18997,21.69
1538,5544,21.78
1538,2076,22.06
1538,20289,22.2
1538,19340,22.47
1538,25860,22.56
1538,7329,22.6
1538,5536,22.63
1538,8758,22.68
1538,4688,22.95
1538,7115,23.07
1538,15902,23.14
1538,24003,23.17
1538,6099,23.21
1538,14133,23.23
1538,19349,23.34
1538,23993,23.36
1538,4558,23.37
1538,18314,23.37
1538,8631,23.38
1538,10466,23.42
1538,20624,23.43
1538,13673,23.45
1538,7148,23.45
1538,15873,23.7
1538,4508,23.72
1538,14210,23.72
1538,3592,23.84
1538,1708,23.84
1538,8404,23.85
1538,17765,23.86
1538,21112,23.93
1538,16384,23.95
1538,10241,23.98
1538,24203,23.98
1538,16492,23.98
1538,12201,24.02
1538,13009,24.05
1538,13602,24.05
1538,14464,24.07
1538,19633,24.09
1538,18019,24.1
1538,25044,24.11
1538,7702,24.12
1538,23775,24.13
1538,13843,24.21
1538,12854,24.21
1538,18981,24.25
1538,9489,24.29
1538,2662,24.29
1538,5412,24.31
1538,2108,24.33
1538,11606,24.33
1538,24237,24.35
1538,11364,24.35
1538,9282,24.39
1538,18293,24.41
1538,19413,24.43
1538,8621,24.43
1538,20000,24.44
1538,9218,24.46
1538,17798,24.47
1538,1994,24.47
1538,5182,24.48
1538,22105,24.49
1538,3983,24.5
1538,3871,24.51
1538,13044,24.53
1538,5780,24.54
1538,17956,24.57
1538,4422,24.58
1538,11069,24.6
1538,22203,24.6
1538,18901,24.6
1538,19663,24.63
1538,6604,24.63
1538,24229,24.63
1538,16032,24.64
1538,23994,24.65
1538,9426,24.65
1538,25027,24.68
1538,9428,24.7
1538,25182,24.71
1556,25005,21.28
1556,16984,21.37
1556,2701,22.37
1556,15929,22.5
1556,14559,22.56
1556,3948,22.79
1556,4688,22.89
1556,25753,23.09
1556,5265,23.2
1556,22718,23.22
1556,24003,23.56
1556,10615,23.58
1556,22953,23.59
1556,16859,23.65
1556,7789,23.65
1556,13009,23.67
1556,25860,23.69
1556,8404,23.74
1556,22083,23.76
1556,3263,23.82
1556,13638,23.82
1556,22145,23.82
1556,23176,23.83
1556,25812,23.86
1556,17233,23.86
1556,23993,23.87
1556,16384,23.87
1556,3118,23.89
1556,25357,23.93
1556,4681,23.93
1556,21708,23.96
1556,7194,23.98
1556,13673,23.99
1556,7678,24.0
1556,18696,24.01
1556,2592,24.01
1556,13286,24.02
1556,18577,24.06
1556,11036,24.06
1556,13016,24.08
1556,14916,24.08
1556,2539,24.1
1556,25677,24.14
1556,20058,24.15
1556,17230,24.18
1556,5592,24.19
1556,2165,24.21
1556,23461,24.21
1556,21391,24.22
1556,1994,24.22
1556,22440,24.23
1556,1561,24.23
1556,17938,24.24
1556,23103,24.25
1556,15894,24.25
1556,2662,24.26
1556,10688,24.27
1556,2156,24.27
1556,12858,24.27
1556,15321,24.3
1556,7353,24.33
1556,19192,24.35
1556,14133,24.38
1556,15510,24.39
1556,10815,24.4
1556,17650,24.41
1556,19763,24.42
1556,11434,24.42
1556,8331,24.42
1556,16496,24.44
1556,23775,24.44
1556,15873,24.44
1556,13447,24.45
1556,17402,24.49
1556,5896,24.53
1556,18075,24.53
1556,6646,24.53
1556,11052,24.54
1556,14656,24.54
1556,16455,24.55
1556,13450,24.55
1556,3252,24.55
1556,15813,24.56
1556,19633,24.57
1556,21554,24.57
1556,8631,24.6
1556,16492,24.61
1556,9420,24.61
1556,19340,24.62
1556,23793,24.62
1556,19436,24.63
1556,5544,24.64
1556,23151,24.64
1556,2750,24.68
1556,7384,24.7
1556,18147,24.7
1556,20691,24.71
1561,10815,21.130000000000003
1561,10615,21.16
1561,2156,21.26
1561,20691,21.96
1561,25860,21.97
1561,22645,22.09
1561,2539,22.14
1561,23775,22.25
1561,13009,22.25
1561,19436,22.26
1561,15267,22.26
1561,7194,22.34
1561,21708,22.34
1561,2104,22.48
1561,15902,22.51
1561,9714,22.82
1561,9218,22.83
1561,2840,22.87
1561,17233,22.88
1561,17451,22.89
1561,22953,22.94
1561,3504,22.95
1561,7353,23.12
1561,13602,23.17
1561,25812,23.21
1561,23339,23.23
1561,3252,23.3
1561,8631,23.37
1561,5412,23.39
1561,21391,23.41
1561,17650,23.43
1561,6018,23.44
1561,6604,23.45
1561,5395,23.46
1561,19633,23.5
1561,14210,23.63
1561,2592,23.64
1561,11558,23.64
1561,1994,23.76
1561,15813,23.78
1561,14719,23.79
1561,9420,23.79
1561,19833,23.79
1561,22145,23.8
1561,2165,23.86
1561,20647,23.86
1561,13016,23.92
1561,5544,23.93
1561,20289,24.0
1561,14464,24.01
1561,20724,24.04
1561,10011,24.11
1561,11364,24.11
1561,13680,24.15
1561,12094,24.16
1561,24003,24.16
1561,15641,24.19
1561,16984,24.23
1561,18624,24.25
1561,23736,24.27
1561,11403,24.28
1561,18314,24.29
1561,17938,24.32
1561,25716,24.33
1561,7115,24.34
1561,7702,24.34
1561,24494,24.34
1561,5265,24.35
1561,2108,24.35
1561,14266,24.37
1561,7148,24.38
1561,18147,24.38
1561,21100,24.38
1561,14559,24.4
1561,25753,24.41
1561,4736,24.42
1561,19271,24.43
1561,10773,24.44
1561,17194,24.45
1561,24000,24.45
1561,15894,24.46
1561,16549,24.46
1561,14411,24.46
1561,7933,24.47
1561,16496,24.47
1561,24229,24.48
1561,21112,24.48
1561,16691,24.49
1561,10093,24.49
1561,25044,24.5
1561,24251,24.52
1561,9756,24.54
1561,18952,24.55
1561,11407,24.55
1561,4688,24.6
1561,9556,24.61
1561,24906,24.61
1561,18655,24.62
1561,13843,24.62
1561,5323,24.63
1561,3079,24.64
1561,5994,24.65
1561,1708,24.65
1561,20674,24.66
1561,9902,24.66
1561,25677,24.66
1561,15264,24.66
1561,13204,24.67
1561,16171,24.69
1561,14778,24.7
1561,13447,24.71
1561,20730,24.71
1561,16011,24.71
1561,19763,24.72
1561,23680,24.72
1593,1749,21.18
1593,1710,21.33
1593,24251,22.01
1593,21185,22.15
1593,23103,22.39
1593,1839,22.58
1593,11052,22.59
1593,3990,22.61
1593,23522,22.85
1593,19763,23.17
1593,18516,23.19
1593,15992,23.23
1593,21875,23.42
1593,9420,23.42
1593,19098,23.43
1593,15134,23.48
1593,17618,23.49
1593,22145,23.57
1593,3028,23.57
1593,6346,23.73
1593,7115,23.75
1593,13080,23.76
1593,23270,23.79
1593,15603,23.82
1593,2985,23.82
1593,23680,23.83
1593,7329,23.86
1593,23879,23.91
1593,5265,23.93
1593,13286,23.94
1593,19349,23.95
1593,22872,23.99
1593,23461,24.03
1593,20730,24.07
1593,10117,24.07
1593,9218,24.08
1593,22939,24.08
1593,6425,24.09
1593,4558,24.11
1593,13755,24.11
1593,15950,24.11
1593,16464,24.12
1593,11019,24.13
1593,12617,24.16
1593,20649,24.16
1593,16799,24.17
1593,22203,24.17
1593,13680,24.17
1593,13628,24.18
1593,4513,24.18
1593,20292,24.22
1593,23544,24.22
1593,17798,24.25
1593,9815,24.28
1593,17823,24.31
1593,21502,24.32
1593,23779,24.33
1593,23151,24.33
1593,9203,24.35
1593,17938,24.38
1593,15145,24.38
1593,8784,24.38
1593,4936,24.38
1593,9426,24.4
1593,2108,24.4
1593,7789,24.41
1593,25677,24.41
1593,20358,24.42
1593,8828,24.47
1593,24003,24.47
1593,3504,24.48
1593,4681,24.48
1593,22916,24.49
1593,10557,24.51
1593,14863,24.52
1593,2165,24.55
1593,15928,24.55
1593,7191,24.57
1593,24000,24.58
1593,11558,24.59
1593,22642,24.6
1593,21780,24.61
1593,14778,24.64
1593,20624,24.64
1593,12812,24.65
1593,8084,24.67
1593,18624,24.67
1593,24989,24.68
1593,24203,24.69
1593,8574,24.69
1593,14505,24.7
1593,18655,24.71
1593,9902,24.71
1593,16496,24.72
1665,15510,19.06
1665,1876,20.14
1665,20184,21.33
1665,2935,21.49
1665,8681,22.25
1665,18395,22.25
1665,7391,22.93
1665,12284,23.13
1665,23779,23.23
1665,15603,23.23
1665,3990,23.32
1665,24113,23.35
1665,22872,23.81
1665,21185,23.9
1665,11069,23.91
1665,15913,24.03
1665,8987,24.28
1665,8784,24.28
1665,15145,24.34
1665,16032,24.34
1665,9714,24.36
1665,16176,24.37
1665,3764,24.41
1665,15721,24.42
1665,5092,24.44
1665,2985,24.48
1665,16799,24.54
1665,15894,24.54
1665,21780,24.55
1665,17486,24.57
1665,22203,24.62
1665,3592,24.65
1665,4533,24.67
1665,20447,24.71
1670,19489,16.9
1670,5263,18.02
1670,3079,20.07
1670,16549,20.45
1670,20289,21.12
1670,22191,21.32
1670,22916,21.61
1670,4736,21.69
1670,6099,22.47
1670,3871,22.65
1670,10241,22.85
1670,19340,22.88
1670,18856,23.0
1670,7148,23.01
1670,14464,23.08
1670,5536,23.15
1670,24229,23.19
1670,18997,23.2
1670,23993,23.24
1670,15928,23.31
1670,2076,23.32
1670,19349,23.35
1670,13673,23.4
1670,3592,23.46
1670,21112,23.46
1670,10466,23.48
1670,5412,23.56
1670,23339,23.56
1670,18901,23.58
1670,14210,23.61
1670,12617,23.66
1670,16492,23.67
1670,23385,23.78
1670,13044,23.78
1670,11364,23.94
1670,7329,23.95
1670,15813,23.95
1670,22203,23.96
1670,25860,24.02
1670,12201,24.02
1670,8621,24.03
1670,17956,24.05
1670,14133,24.08
1670,21391,24.1
1670,19663,24.1
1670,15577,24.12
1670,17765,24.14
1670,24003,24.17
1670,4508,24.21
1670,19833,24.22
1670,11225,24.23
1670,7115,24.24
1670,15321,24.28
1670,2535,24.28
1670,12094,24.34
1670,9282,24.36
1670,24418,24.37
1670,2662,24.39
1670,20000,24.4
1670,4422,24.42
1670,5780,24.46
1670,20624,24.47
1670,8404,24.5
1670,25357,24.54
1670,17650,24.56
1670,13843,24.57
1670,18396,24.57
1670,24203,24.59
1670,15873,24.59
1670,16032,24.6
1670,14624,24.63
1670,18293,24.65
1670,11069,24.66
1670,3764,24.69
1670,24114,24.72
1708,16984,21.78
1708,24114,21.9
1708,25860,22.27
1708,23775,22.49
1708,20624,22.53
1708,15929,23.05
1708,23270,23.05
1708,9426,23.13
1708,3079,23.13
1708,23385,23.19
1708,1839,23.21
1708,7329,23.22
1708,19340,23.23
1708,15510,23.28
1708,18314,23.36
1708,23461,23.43
1708,7762,23.47
1708,20691,23.49
1708,3118,23.59
1708,11225,23.6
1708,13044,23.63
1708,9489,23.64
1708,8161,23.65
1708,16492,23.66
1708,24003,23.7
1708,26117,23.73
1708,19846,23.75
1708,18856,23.75
1708,8631,23.79
1708,17798,23.81
1708,11809,23.82
1708,8404,23.84
1708,19413,23.85
1708,20289,23.85
1708,11364,23.86
1708,14133,23.88
1708,18019,23.89
1708,9218,23.9
1708,15894,23.9
1708,22105,23.9
1708,12084,23.9
1708,5544,23.92
1708,13080,23.93
1708,16722,23.93
1708,20724,23.94
1708,14210,23.96
1708,11019,23.96
1708,23993,23.96
1708,19489,23.96
1708,19403,23.98
1708,21550,23.99
1708,13843,24.0
1708,7115,24.01
1708,7384,24.01
1708,4681,24.03
1708,21391,24.05
1708,24203,24.06
1708,10467,24.07
1708,22944,24.09
1708,10615,24.14
1708,22191,24.14
1708,17618,24.17
1708,24000,24.22
1708,10475,24.22
1708,3592,24.23
1708,10773,24.25
1708,10815,24.27
1708,12025,24.27
1708,11964,24.28
1708,19431,24.3
1708,2840,24.32
1708,3334,24.32
1708,22916,24.34
1708,19763,24.35
1708,2539,24.37
1708,5205,24.4
1708,16691,24.42
1708,1994,24.45
1708,15577,24.46
1708,13673,24.46
1708,15873,24.46
1708,14656,24.48
1708,15902,24.48
1708,17956,24.51
1708,23793,24.52
1708,17938,24.57
1708,3504,24.58
1708,4299,24.59
1708,21112,24.59
1708,4422,24.59
1708,5263,24.6
1708,11835,24.61
1708,25677,24.61
1708,20730,24.62
1708,20649,24.62
1708,19192,24.64
1708,6099,24.64
1708,18293,24.65
1708,24906,24.65
1708,23103,24.67
1708,18952,24.67
1708,16549,24.69
1708,18981,24.7
1708,20000,24.7
1708,4508,24.71
1708,19589,24.71
1708,1710,24.72
1710,19192,21.4
1710,23270,21.84
1710,24003,22.13
1710,7329,22.16
1710,9426,22.77
1710,11052,22.77
1710,15873,22.78
1710,19403,23.1
1710,13837,23.13
1710,22944,23.22
1710,2662,23.3
1710,6425,23.35
1710,1839,23.37
1710,14133,23.5
1710,21875,23.54
1710,4536,23.57
1710,23522,23.57
1710,19349,23.62
1710,21185,23.64
1710,19419,23.67
1710,16722,23.81
1710,23461,23.81
1710,10467,23.85
1710,11019,23.88
1710,9328,23.88
1710,17956,23.89
1710,22145,23.9
1710,3316,23.94
1710,24284,24.01
1710,15760,24.02
1710,1749,24.02
1710,20292,24.02
1710,18516,24.02
1710,6604,24.06
1710,8828,24.08
1710,12201,24.11
1710,2076,24.12
1710,18396,24.15
1710,19763,24.18
1710,16799,24.19
1710,4558,24.2
1710,19340,24.24
1710,23103,24.24
1710,9489,24.26
1710,20624,24.28
1710,23793,24.3
1710,17938,24.31
1710,24251,24.38
1710,5092,24.4
1710,16464,24.41
1710,13080,24.42
1710,10093,24.45
1710,16384,24.46
1710,15565,24.47
1710,23879,24.47
1710,7299,24.48
1710,22916,24.49
1710,19663,24.49
1710,16492,24.5
1710,23176,24.52
1710,14122,24.55
1710,17823,24.58
1710,2872,24.58
1710,3994,24.58
1710,13673,24.6
1710,16496,24.6
1710,16455,24.61
1710,18994,24.64
1710,3990,24.67
1710,15928,24.68
1710,24000,24.68
1710,7115,24.69
1710,4533,24.69
1710,7789,24.69
1749,19098,18.880000000000003
1749,11558,20.33
1749,15992,20.77
1749,9902,21.47
1749,13837,21.75
1749,17630,21.91
1749,2165,21.93
1749,2985,22.12
1749,22944,22.2
1749,24251,22.36
1749,22916,22.4
1749,17765,22.42
1749,17938,22.47
1749,9420,22.54
1749,23522,22.73
1749,18901,22.78
1749,22718,22.8
1749,6425,22.88
1749,10093,22.9
1749,23994,22.91
1749,18516,22.91
1749,7115,22.92
1749,2302,23.03
1749,23680,23.06
1749,4558,23.09
1749,16455,23.14
1749,13450,23.15
1749,6346,23.15
1749,24386,23.15
1749,5412,23.16
1749,7678,23.26
1749,6018,23.26
1749,23103,23.27
1749,25677,23.3
1749,9218,23.46
1749,9203,23.46
1749,4681,23.5
1749,11257,23.52
1749,21554,23.53
1749,1907,23.64
1749,19403,23.65
1749,19763,23.67
1749,2840,23.68
1749,3871,23.71
1749,16421,23.74
1749,5395,23.74
1749,20674,23.79
1749,15641,23.8
1749,8828,23.81
1749,12617,23.85
1749,16984,23.89
1749,16384,23.9
1749,8574,23.91
1749,15929,23.92
1749,8621,23.97
1749,20624,23.97
1749,18147,24.02
1749,24000,24.03
1749,19758,24.04
1749,7933,24.06
1749,17823,24.09
1749,5265,24.1
1749,14505,24.13
1749,13755,24.16
1749,18624,24.17
1749,20691,24.18
1749,23879,24.19
1749,19419,24.2
1749,15134,24.2
1749,7329,24.21
1749,18994,24.22
1749,19663,24.22
1749,24728,24.23
1749,24003,24.23
1749,11052,24.23
1749,21708,24.24
1749,22872,24.24
