source,target,score
9428,13620,24.36
9428,23993,24.4
9428,18856,24.44
9428,25044,24.46
9428,18293,24.47
9428,12284,24.5
9428,22916,24.5
9428,18019,24.63
9428,25812,24.64
9428,25027,24.65
9428,13158,24.71
9451,14637,22.41
9451,25611,22.41
9451,23752,22.67
9451,15927,23.05
9451,13755,23.16
9451,15679,23.26
9451,21502,23.41
9451,13588,23.72
9451,11403,23.74
9451,15145,23.88
9451,16464,23.91
9451,11019,24.0
9451,22203,24.01
9451,16122,24.04
9451,24989,24.08
9451,25716,24.11
9451,10557,24.14
9451,16550,24.16
9451,24545,24.18
9451,11407,24.19
9451,23544,24.3
9451,23116,24.31
9451,17466,24.33
9451,20358,24.34
9451,10703,24.34
9451,20009,24.35
9451,26117,24.36
9451,12094,24.38
9451,18605,24.38
9451,18705,24.38
9451,17451,24.41
9451,22642,24.42
9451,19271,24.45
9451,12204,24.46
9451,10688,24.46
9451,18914,24.46
9451,24728,24.48
9451,20647,24.51
9451,11835,24.56
9451,9706,24.57
9451,21687,24.63
9451,14863,24.63
9451,15723,24.63
9451,11239,24.66
9451,17402,24.69
9451,19827,24.69
9451,14266,24.7
9451,20292,24.71
9489,16492,21.96
9489,14133,23.11
9489,16799,23.29
9489,22191,23.35
9489,18314,23.37
9489,16638,23.46
9489,18019,23.54
9489,11225,23.62
9489,13673,23.65
9489,19663,23.67
9489,23993,23.71
9489,15929,23.71
9489,24003,23.82
9489,20730,23.87
9489,16722,23.91
9489,14210,23.93
9489,24284,23.97
9489,23456,24.01
9489,17798,24.02
9489,16384,24.04
9489,20989,24.07
9489,24000,24.13
9489,15813,24.13
9489,15873,24.16
9489,10467,24.19
9489,10466,24.21
9489,11606,24.28
9489,10591,24.29
9489,25860,24.29
9489,26117,24.31
9489,21554,24.33
9489,24229,24.37
9489,21112,24.39
9489,11434,24.4
9489,16984,24.41
9489,9815,24.41
9489,22944,24.44
9489,19192,24.45
9489,12854,24.45
9489,23270,24.46
9489,20914,24.49
9489,19340,24.51
9489,11957,24.53
9489,19403,24.6
9489,22941,24.6
9489,12094,24.61
9489,16455,24.63
9489,15264,24.65
9489,24203,24.68
9556,20674,19.32
9556,10475,19.43
9556,20211,19.65
9556,23680,20.04
9556,17194,20.07
9556,18655,20.54
9556,9902,20.8
9556,17451,20.83
9556,13675,20.86
9556,21100,21.06
9556,18293,21.5
9556,12854,21.68
9556,9706,21.84
9556,21554,21.91
9556,12201,22.0
9556,25027,22.19
9556,20649,22.3
9556,19758,22.46
9556,18624,22.48
9556,24906,22.56
9556,11801,22.63
9556,24418,22.65
9556,20521,22.71
9556,23715,22.72
9556,16199,22.76
9556,19827,22.8
9556,15267,22.84
9556,21112,22.84
9556,18997,22.87
9556,15641,22.9
9556,10640,23.02
9556,19431,23.09
9556,22718,23.12
9556,23460,23.13
9556,11809,23.17
9556,15950,23.25
9556,23298,23.27
9556,18856,23.32
9556,13204,23.34
9556,15746,23.35
9556,25812,23.36
9556,14719,23.59
9556,15902,23.6
9556,10935,23.68
9556,14266,23.69
9556,19692,23.69
9556,11364,23.72
9556,13393,23.77
9556,20724,23.78
9556,25753,23.79
9556,10011,23.8
9556,19098,23.83
9556,16859,23.85
9556,15321,23.87
9556,17233,23.87
9556,23994,24.03
9556,10815,24.05
9556,16496,24.12
9556,11606,24.14
9556,13843,24.16
9556,14505,24.17
9556,19436,24.17
9556,26117,24.21
9556,20691,24.3
9556,10093,24.42
9556,10952,24.45
9556,24203,24.52
9556,17630,24.56
9556,25005,24.56
9556,23339,24.57
9556,22941,24.6
9556,22191,24.61
9556,24579,24.62
9556,14411,24.67
9556,19633,24.7
9556,20289,24.7
9556,20058,24.71
9706,10475,19.69
9706,23460,20.630000000000003
9706,19758,20.68
9706,19431,20.75
9706,17194,20.79
9706,11801,21.33
9706,20521,21.41
9706,21554,21.51
9706,18293,21.7
9706,16199,21.96
9706,23298,22.01
9706,20674,22.4
9706,24418,22.52
9706,17451,22.56
9706,25027,22.58
9706,13620,22.75
9706,10640,22.92
9706,23680,23.0
9706,20211,23.04
9706,10011,23.13
9706,21112,23.13
9706,20649,23.15
9706,21100,23.21
9706,19692,23.22
9706,10935,23.25
9706,12204,23.53
9706,18655,23.66
9706,10952,23.72
9706,13204,23.73
9706,24229,23.9
9706,25382,24.03
9706,15321,24.15
9706,22718,24.18
9706,18624,24.21
9706,11606,24.22
9706,15752,24.22
9706,16421,24.26
9706,18856,24.26
9706,11367,24.26
9706,12854,24.26
9706,16277,24.29
9706,21748,24.31
9706,23544,24.32
9706,24579,24.32
9706,25611,24.32
9706,13158,24.32
9706,13638,24.34
9706,19827,24.37
9706,9902,24.38
9706,23715,24.41
9706,19098,24.42
9706,13408,24.47
9706,24906,24.47
9706,22637,24.48
9706,13366,24.5
9706,23116,24.51
9706,15679,24.56
9706,14266,24.57
9706,22642,24.59
9706,13675,24.6
9706,12025,24.61
9706,19633,24.62
9706,13118,24.62
9706,15746,24.63
9706,24201,24.68
9706,25005,24.7
9714,22645,18.09
9714,13602,22.58
9714,22145,23.12
9714,13016,23.19
9714,15894,23.29
9714,17650,23.48
9714,9815,23.71
9714,16691,23.71
9714,14210,23.72
9714,14916,23.92
9714,16181,23.93
9714,19436,23.97
9714,23715,23.99
9714,14464,24.03
9714,11225,24.04
9714,15813,24.11
9714,15577,24.14
9714,23176,24.15
9714,18577,24.18
9714,9756,24.21
9714,18624,24.31
9714,18605,24.34
9714,25812,24.36
9714,14719,24.44
9714,15145,24.45
9714,24344,24.45
9714,25677,24.51
9714,12094,24.55
9714,22953,24.55
9714,11364,24.55
9714,15913,24.57
9714,11606,24.57
9714,24229,24.64
9714,19192,24.65
9714,23793,24.7
9714,25860,24.72
9756,24418,22.23
9756,13204,22.58
9756,15321,22.59
9756,22718,22.66
9756,21100,22.89
9756,14916,22.92
9756,22145,22.98
9756,24229,23.24
9756,22645,23.51
9756,10093,23.56
9756,18396,23.62
9756,13158,23.65
9756,20289,23.66
9756,25753,23.68
9756,15752,23.69
9756,23339,23.78
9756,14656,23.79
9756,25357,23.79
9756,13588,23.83
9756,17233,23.85
9756,19271,23.9
9756,17630,23.92
9756,19633,23.97
9756,18914,23.98
9756,22872,24.03
9756,20724,24.03
9756,19349,24.05
9756,19833,24.08
9756,22939,24.19
9756,16859,24.21
9756,22953,24.21
9756,22083,24.23
9756,9902,24.24
9756,13447,24.25
9756,18705,24.35
9756,24579,24.37
9756,20058,24.37
9756,19238,24.37
9756,18605,24.37
9756,15577,24.38
9756,11367,24.39
9756,21502,24.43
9756,13408,24.47
9756,19827,24.5
9756,13016,24.6
9756,19240,24.61
9756,17618,24.61
9756,15267,24.63
9756,10640,24.64
9756,26117,24.64
9756,10615,24.65
9815,24344,21.75
9815,23522,21.92
9815,21708,22.83
9815,16464,22.86
9815,16011,23.41
9815,23544,23.43
9815,20730,23.49
9815,16722,23.57
9815,15145,23.64
9815,15679,23.64
9815,12617,23.73
9815,17798,23.78
9815,17650,23.84
9815,18994,23.85
9815,22440,24.12
9815,17618,24.13
9815,12094,24.14
9815,15134,24.15
9815,25557,24.19
9815,23752,24.2
9815,24237,24.26
9815,25677,24.36
9815,18952,24.36
9815,16799,24.42
9815,10591,24.42
9815,24989,24.46
9815,19663,24.47
9815,10557,24.49
9815,24545,24.49
9815,21502,24.49
9815,11052,24.57
9815,14210,24.6
9815,12858,24.61
9815,15894,24.62
9815,23461,24.67
9815,11069,24.7
9815,16277,24.72
9902,20674,19.72
9902,23680,20.79
9902,16199,21.21
9902,19758,21.24
9902,20649,21.31
9902,11558,21.42
9902,10093,21.56
9902,10475,21.85
9902,19431,22.15
9902,24251,22.24
9902,20211,22.42
9902,11801,22.58
9902,15746,22.58
9902,19098,22.59
9902,21112,22.59
9902,12854,22.6
9902,17194,22.62
9902,20521,22.62
9902,21554,22.67
9902,18655,22.68
9902,21100,22.68
9902,18901,22.68
9902,18293,22.69
9902,14719,22.69
9902,18856,22.71
9902,17765,22.72
9902,18624,22.73
9902,23460,22.78
9902,11809,22.79
9902,15902,22.82
9902,24906,22.84
9902,20724,22.85
9902,19827,22.94
9902,25027,22.94
9902,10935,23.12
9902,15641,23.15
9902,23994,23.19
9902,13044,23.24
9902,15950,23.26
9902,22916,23.27
9902,10815,23.27
9902,14411,23.27
9902,23298,23.28
9902,18981,23.31
9902,13450,23.34
9902,11364,23.36
9902,13675,23.46
9902,22941,23.49
9902,11606,23.59
9902,22718,23.6
9902,19633,23.66
9902,24203,23.74
9902,22105,23.75
9902,18997,23.75
9902,17630,23.79
9902,13843,23.83
9902,17938,23.88
9902,19436,23.92
9902,13620,23.95
9902,17451,24.01
9902,22953,24.03
9902,10640,24.05
9902,13158,24.07
9902,12201,24.14
9902,13204,24.19
9902,19833,24.22
9902,23339,24.26
9902,23715,24.29
9902,20691,24.31
9902,19340,24.41
9902,20647,24.43
9902,15267,24.44
9902,22642,24.44
9902,17466,24.5
9902,22939,24.52
9902,16496,24.53
9902,11321,24.54
9902,13755,24.55
9902,25044,24.58
9902,10011,24.61
9902,18516,24.62
9902,23522,24.69
9902,13837,24.7
9902,24418,24.7
10011,19758,21.18
10011,14210,21.49
10011,13450,21.75
10011,13204,22.11
10011,19633,22.42
10011,22145,22.59
10011,23298,22.65
10011,16199,22.72
10011,25812,22.73
10011,23460,22.83
10011,17451,23.14
10011,15813,23.2
10011,17194,23.25
10011,20211,23.41
10011,24418,23.42
10011,20674,23.57
10011,22191,23.59
10011,14559,23.67
10011,24229,23.72
10011,25005,23.75
10011,10935,23.81
10011,15267,23.81
10011,18624,23.81
10011,11606,23.86
10011,10475,23.86
10011,23715,23.87
10011,24203,23.9
10011,25044,23.9
10011,19431,23.94
10011,13447,23.99
10011,20521,23.99
10011,11801,24.04
10011,25027,24.05
10011,22642,24.08
10011,19271,24.11
10011,18655,24.15
10011,25860,24.16
10011,10615,24.17
10011,24906,24.18
10011,19436,24.2
10011,20724,24.2
10011,15752,24.25
10011,19763,24.26
10011,22637,24.27
10011,19192,24.3
10011,20647,24.31
10011,23993,24.31
10011,15641,24.32
10011,24386,24.32
10011,19833,24.32
10011,25753,24.33
10011,24504,24.33
10011,25611,24.34
10011,10952,24.36
10011,20649,24.37
10011,14266,24.42
10011,24579,24.43
10011,13843,24.43
10011,17233,24.44
10011,21554,24.44
10011,25357,24.45
10011,12204,24.47
10011,19413,24.48
10011,11364,24.5
10011,21748,24.51
10011,20691,24.51
10011,24237,24.54
10011,16492,24.56
10011,26117,24.6
10011,19786,24.6
10011,16496,24.61
10011,16011,24.66
10011,13620,24.68
10011,13118,24.69
10011,13016,24.69
10011,21100,24.7
10011,23544,24.7
10093,11558,20.32
10093,17938,20.65
10093,24251,20.67
10093,10615,21.87
10093,15641,21.93
10093,14719,21.96
10093,23994,22.0
10093,18624,22.05
10093,11809,22.13
10093,24229,22.17
10093,23151,22.23
10093,18901,22.25
10093,15902,22.31
10093,19098,22.33
10093,13450,22.36
10093,19489,22.38
10093,17765,22.42
10093,24003,22.42
10093,20724,22.49
10093,17630,22.56
10093,14411,22.57
10093,19758,22.62
10093,19833,22.7
10093,11225,22.75
10093,18314,22.75
10093,21554,22.75
10093,15267,22.78
10093,16384,22.96
10093,20674,23.0
10093,19431,23.06
10093,15950,23.16
10093,23339,23.27
10093,22916,23.31
10093,15813,23.36
10093,22718,23.37
10093,18981,23.37
10093,10475,23.44
10093,24906,23.51
10093,14133,23.53
10093,25027,23.54
10093,18856,23.63
10093,18293,23.65
10093,20649,23.66
10093,13673,23.66
10093,15929,23.67
10093,15321,23.67
10093,10773,23.69
10093,22637,23.72
10093,16492,23.86
10093,11606,23.88
10093,16455,23.89
10093,12854,23.89
10093,16496,23.91
10093,16722,23.92
10093,18997,23.92
10093,10815,23.93
10093,22941,23.93
10093,22363,23.94
10093,15577,23.98
10093,19413,23.99
10093,24203,24.03
10093,23460,24.08
10093,13044,24.1
10093,11801,24.11
10093,22939,24.12
10093,13204,24.17
10093,24000,24.19
10093,14464,24.19
10093,21100,24.23
10093,13393,24.24
10093,10935,24.25
10093,19827,24.32
10093,21391,24.33
10093,13675,24.34
10093,16638,24.4
10093,19340,24.41
10093,24114,24.41
10093,13680,24.44
10093,19633,24.45
10093,13843,24.48
10093,19663,24.48
10093,10466,24.5
10093,20647,24.52
10093,13447,24.54
10093,23522,24.54
10093,10952,24.54
10093,25812,24.57
10093,20691,24.58
10093,23680,24.59
10093,22642,24.59
10093,17823,24.61
10093,25860,24.61
10093,24418,24.62
10093,18914,24.62
10093,18516,24.67
10093,13408,24.68
10093,19436,24.68
10093,16199,24.7
10093,14559,24.71
10093,12617,24.71
10117,13837,22.58
10117,15992,22.92
10117,15913,22.92
10117,12284,23.63
10117,13366,23.78
10117,19098,23.91
10117,19403,24.03
10117,19419,24.04
10117,11239,24.09
10117,20447,24.26
10117,15723,24.4
10117,19663,24.44
10117,24344,24.47
10117,16181,24.47
10117,12812,24.52
10117,23461,24.55
10117,12094,24.57
10117,25677,24.59
10117,14624,24.6
10117,23522,24.61
10117,16176,24.67
10117,10952,24.71
10117,19878,24.71
10130,18705,21.57
10130,14624,22.32
10130,11434,22.44
10130,16638,22.81
10130,10626,23.02
10130,10688,23.03
10130,25557,23.08
10130,15264,23.27
10130,18696,23.59
10130,13620,23.6
10130,18075,23.79
10130,25005,23.83
10130,24545,23.96
10130,12284,23.99
10130,13638,24.05
10130,19238,24.07
10130,25357,24.09
10130,14464,24.13
10130,22083,24.14
10130,10640,24.16
10130,23793,24.21
10130,18577,24.27
10130,10557,24.27
10130,14133,24.32
10130,14122,24.48
10130,11069,24.49
10130,16277,24.49
10130,11367,24.51
10130,15913,24.52
10130,12858,24.55
10130,24766,24.55
10130,19413,24.57
10130,10466,24.6
10130,16549,24.63
10130,20292,24.64
10130,13158,24.64
10130,24113,24.71
10130,15565,24.72
10170,15873,23.19
10170,25557,23.37
10170,24766,23.39
10170,21708,23.53
10170,16952,23.59
10170,10626,23.72
10170,10467,23.8
10170,24344,23.88
10170,11036,24.09
10170,13009,24.11
10170,18147,24.23
10170,16722,24.37
10170,23270,24.4
10170,19663,24.41
10170,12084,24.42
10170,18019,24.43
10170,13588,24.46
10170,21394,24.48
10170,16691,24.5
10170,13393,24.51
10170,17486,24.52
10170,19291,24.52
10170,20691,24.55
10170,24397,24.59
10170,25860,24.64
10170,20647,24.64
10170,22944,24.65
10170,15321,24.66
10170,10557,24.7
10219,22576,22.91
10219,19291,22.99
10219,15321,23.9
10219,16011,24.07
10219,20000,24.12
10219,16464,24.16
10219,24545,24.19
10219,15752,24.22
10219,14916,24.23
10219,10591,24.32
10219,15264,24.46
10219,20009,24.54
10219,11793,24.59
10219,16421,24.6
10219,10557,24.68
10219,13286,24.7
10219,18696,24.72
10241,23456,21.08
10241,25382,22.09
10241,14863,22.41
10241,13602,22.61
10241,12617,23.06
10241,22203,23.08
10241,18994,23.15
10241,18396,23.21
10241,24114,23.44
10241,19349,23.45
10241,11407,23.48
10241,12201,23.49
10241,13044,23.51
10241,21112,23.6
10241,17650,23.61
10241,14719,23.63
10241,15145,23.66
10241,12094,23.69
10241,13080,23.7
10241,10935,23.73
10241,15927,23.81
10241,21394,23.83
10241,14464,23.85
10241,15813,23.89
10241,18997,23.9
10241,25611,23.91
10241,19431,23.93
10241,15902,23.99
10241,11809,24.0
10241,16549,24.03
10241,23339,24.09
10241,18856,24.1
10241,23715,24.11
10241,25716,24.12
10241,13158,24.12
10241,17630,24.16
10241,22642,24.18
10241,21554,24.2
10241,19489,24.2
10241,23775,24.22
10241,22941,24.24
10241,24674,24.25
10241,15928,24.32
10241,13755,24.32
10241,18293,24.33
10241,19663,24.37
10241,21391,24.4
10241,24229,24.46
10241,10557,24.46
10241,24203,24.49
10241,12084,24.49
10241,22953,24.5
10241,10475,24.5
10241,21687,24.51
10241,18147,24.53
10241,10668,24.53
10241,23103,24.54
10241,11364,24.54
10241,15577,24.56
10241,20674,24.56
10241,18577,24.58
10241,11835,24.6
10241,20724,24.61
10241,24397,24.63
10241,16492,24.64
10241,22440,24.64
10241,23385,24.64
10241,13843,24.64
10241,24504,24.64
10241,11403,24.66
10241,23752,24.71
10466,13673,19.19
10466,14133,20.77
10466,24229,21.04
10466,19489,21.51
10466,16638,22.0
10466,16384,22.58
10466,23993,22.73
10466,13628,22.8
10466,25357,22.95
10466,11558,23.16
10466,17765,23.2
10466,11434,23.24
10466,23460,23.3
10466,22916,23.35
10466,18516,23.35
10466,14411,23.39
10466,18705,23.39
10466,19340,23.49
10466,13009,23.51
10466,16722,23.57
10466,23298,23.62
10466,15321,23.66
10466,16011,23.72
10466,24545,23.81
10466,23339,24.0
10466,18696,24.02
10466,12284,24.02
10466,25557,24.02
10466,24989,24.04
10466,19413,24.06
10466,14210,24.06
10466,11390,24.07
10466,13837,24.07
10466,19403,24.23
10466,19349,24.23
10466,21708,24.27
10466,17233,24.27
10466,13204,24.28
10466,20730,24.29
10466,19271,24.29
10466,25044,24.29
10466,18856,24.33
10466,23103,24.36
10466,18901,24.37
10466,15813,24.38
10466,16277,24.38
10466,16199,24.39
10466,17823,24.41
10466,25677,24.42
10466,16464,24.44
10466,22191,24.45
10466,19692,24.47
10466,22637,24.48
10466,17486,24.49
10466,11052,24.52
10466,24494,24.53
10466,14916,24.58
10466,18314,24.58
10466,21550,24.59
10466,13447,24.6
10466,12084,24.61
10466,23879,24.64
10466,21112,24.69
10466,20624,24.69
10466,18994,24.71
10466,24766,24.72
10467,17938,22.0
10467,16455,22.24
10467,21550,22.47
10467,19349,22.5
10467,11052,22.82
10467,23270,22.88
10467,23151,22.92
10467,19663,22.93
10467,10615,23.14
10467,24003,23.25
10467,20989,23.25
10467,17823,23.26
10467,21185,23.29
10467,16384,23.3
10467,15929,23.45
10467,25753,23.47
10467,25860,23.49
10467,11036,23.5
10467,19340,23.59
10467,13080,23.59
10467,15873,23.69
10467,18516,23.71
10467,21391,23.72
10467,16722,23.73
10467,11225,23.79
10467,16984,23.84
10467,10773,23.86
10467,10815,23.91
10467,19192,23.96
10467,16492,23.98
10467,18314,24.0
10467,13044,24.02
10467,24397,24.1
10467,24674,24.11
10467,25357,24.16
10467,11407,24.2
10467,19833,24.29
10467,11835,24.31
10467,11364,24.36
10467,20647,24.43
10467,23993,24.44
10467,13680,24.45
10467,22944,24.45
10467,20289,24.46
10467,11019,24.48
10467,24728,24.55
10467,24494,24.57
10467,19786,24.61
10467,20691,24.61
10467,22440,24.63
10467,16011,24.64
10467,24579,24.66
10467,16464,24.66
10467,15577,24.67
10467,23339,24.67
10467,17486,24.68
10467,23176,24.71
10475,20649,18.26
10475,19431,18.71
10475,20674,18.75
10475,17194,18.85
10475,18655,18.91
10475,20211,18.97
10475,18293,19.41
10475,21100,19.82
10475,20521,19.89
10475,19758,20.07
10475,13675,20.14
10475,16199,20.380000000000003
10475,23680,20.58
10475,23298,20.62
10475,21554,20.68
10475,25027,21.22
10475,17451,21.28
10475,18856,21.57
10475,10640,21.74
10475,13204,21.82
10475,19827,21.91
10475,12854,21.94
10475,18624,21.95
10475,23715,21.97
10475,11809,21.98
10475,10935,22.05
10475,13843,22.25
10475,18997,22.53
10475,11606,22.87
10475,24203,22.9
10475,21112,22.91
10475,15950,22.91
10475,24418,22.92
10475,20724,23.07
10475,19633,23.08
10475,11801,23.13
10475,11364,23.16
10475,24906,23.17
10475,23460,23.24
10475,10952,23.3
10475,14719,23.35
10475,15927,23.5
10475,24229,23.53
10475,19436,23.62
10475,12204,23.62
10475,12201,23.63
10475,12025,23.65
10475,22642,23.67
10475,15746,23.67
10475,19692,23.76
10475,14266,23.81
10475,23456,23.82
10475,15641,23.9
10475,23339,23.99
10475,25044,24.01
10475,24504,24.05
10475,15813,24.13
10475,25812,24.14
10475,13620,24.15
10475,13158,24.17
10475,21748,24.19
10475,23116,24.19
10475,13755,24.2
10475,15723,24.24
10475,24579,24.25
10475,14411,24.26
10475,15577,24.28
10475,13393,24.33
10475,24251,24.36
10475,23994,24.44
10475,25611,24.46
10475,13080,24.47
10475,16492,24.49
10475,10688,24.49
10475,11964,24.59
10475,19098,24.64
10475,18994,24.64
10475,15752,24.67
10475,25677,24.7
10475,10938,24.72
10475,15902,24.72
10557,11069,22.77
10557,15264,23.05
10557,17618,23.06
10557,18605,23.65
10557,17402,23.67
10557,16691,23.69
10557,23544,23.84
10557,11036,23.93
10557,23752,23.96
10557,24237,23.96
10557,11257,23.98
10557,25677,23.98
10557,24674,24.01
10557,18696,24.02
10557,10688,24.04
10557,13620,24.05
10557,17233,24.07
10557,23176,24.07
10557,16549,24.08
10557,12025,24.12
10557,24989,24.21
10557,24545,24.34
10557,25753,24.37
10557,21780,24.37
10557,17230,24.4
10557,18019,24.42
10557,25611,24.42
10557,18396,24.44
10557,20447,24.46
10557,14464,24.48
10557,17650,24.49
10557,19692,24.5
10557,19786,24.51
10557,11367,24.51
10557,26117,24.53
10557,13638,24.54
10557,20914,24.57
10557,16638,24.58
10557,15145,24.59
10557,24000,24.63
10557,19291,24.64
10557,20989,24.65
10557,13080,24.66
10557,10626,24.66
10557,16011,24.7
10557,16032,24.7
10591,15752,22.79
10591,23993,23.84
10591,22191,23.84
10591,19633,24.05
10591,19192,24.2
10591,22440,24.21
10591,16277,24.23
10591,11036,24.25
10591,16492,24.26
10591,14133,24.27
10591,21708,24.32
10591,23460,24.34
10591,19403,24.35
10591,24003,24.37
10591,16032,24.43
10591,13680,24.47
10591,14122,24.48
10591,14464,24.49
10591,13602,24.49
10591,12025,24.57
10591,25677,24.6
10591,11257,24.65
10591,20000,24.68
10591,23461,24.69
10591,17798,24.71
10591,15813,24.72
10615,25860,21.56
10615,20691,22.04
10615,24003,22.13
10615,23339,22.25
10615,19489,22.42
10615,19833,22.58
10615,13450,22.63
10615,23151,22.69
10615,11558,22.74
10615,10815,22.81
10615,21391,22.9
10615,20289,23.07
10615,11225,23.08
10615,19436,23.13
10615,19633,23.14
10615,14210,23.2
10615,13044,23.2
10615,16171,23.21
10615,13009,23.21
10615,19413,23.22
10615,23775,23.23
10615,20724,23.36
10615,14559,23.36
10615,15813,23.42
10615,16455,23.45
10615,19340,23.51
10615,23270,23.51
10615,15929,23.54
10615,17823,23.58
10615,24000,23.64
10615,16384,23.68
10615,19192,23.71
10615,21708,23.72
10615,11364,23.72
10615,24229,23.73
10615,22953,23.76
10615,20624,23.81
10615,15641,23.82
10615,22363,23.82
10615,17938,23.84
10615,15902,23.88
10615,24114,23.93
10615,16722,23.96
10615,13673,23.97
10615,18314,23.97
10615,22916,24.0
10615,25812,24.0
10615,14916,24.02
10615,23994,24.02
10615,17765,24.03
10615,26117,24.04
10615,18914,24.06
10615,22939,24.08
10615,13447,24.1
10615,11052,24.15
10615,25716,24.16
10615,24201,24.21
10615,22645,24.24
10615,24728,24.29
10615,22105,24.29
10615,21550,24.35
10615,17650,24.36
10615,16984,24.36
10615,19758,24.37
10615,11606,24.38
10615,14133,24.39
10615,25753,24.45
10615,22872,24.46
10615,15577,24.48
10615,20058,24.49
10615,23993,24.51
10615,13204,24.53
10615,19271,24.54
10615,24674,24.56
10615,19763,24.59
10615,14778,24.61
10615,13843,24.63
10615,15267,24.66
10626,15603,23.19
10626,11036,24.05
10626,15913,24.05
10626,15134,24.2
10626,15721,24.27
10626,17486,24.28
10626,25357,24.39
10626,13080,24.5
10626,24674,24.51
10626,22941,24.55
10626,11434,24.55
10626,21780,24.56
10626,18147,24.58
10626,16455,24.59
10626,23793,24.63
10626,11069,24.64
10626,12858,24.64
10626,21554,24.66
10626,11257,24.67
10626,16011,24.68
10626,14624,24.7
10640,17194,17.78
10640,20211,19.06
10640,17451,19.5
10640,23680,20.2
10640,24418,20.39
10640,21100,20.64
10640,20674,20.99
10640,18655,21.56
10640,13675,21.58
10640,20649,21.69
10640,18293,22.2
10640,20521,22.32
10640,11367,22.48
10640,16859,22.72
10640,13620,22.77
10640,15577,22.84
10640,21394,22.84
10640,19431,22.92
10640,15746,23.01
10640,25005,23.02
10640,18577,23.11
10640,13204,23.18
10640,25812,23.2
10640,12204,23.24
10640,10952,23.36
10640,25027,23.37
10640,13843,23.43
10640,20724,23.52
10640,15950,23.53
10640,16199,23.66
10640,17233,23.72
10640,18994,23.76
10640,21687,23.83
10640,19238,23.84
10640,18856,23.85
10640,19758,23.91
10640,21112,23.99
10640,23460,24.05
10640,23715,24.17
10640,15321,24.18
10640,10935,24.18
10640,19827,24.19
10640,13588,24.23
10640,20989,24.27
10640,24504,24.28
10640,20358,24.34
10640,21502,24.35
10640,19392,24.46
10640,11801,24.46
10640,13158,24.48
10640,18914,24.5
10640,19692,24.5
10640,16277,24.52
10640,12284,24.53
10640,12854,24.56
10640,19931,24.57
10640,15679,24.57
10640,18696,24.58
10640,12201,24.58
10640,23793,24.61
10640,24203,24.63
10640,11606,24.7
10668,10688,22.45
10668,21394,22.7
10668,12084,23.02
10668,19878,23.15
10668,11257,23.16
10668,22718,23.18
10668,17230,23.4
10668,13016,23.52
10668,13009,23.58
10668,14559,23.71
10668,21550,23.79
10668,24114,23.82
10668,25005,23.84
10668,18396,23.89
10668,25677,23.89
10668,19436,23.91
10668,11434,23.99
10668,14656,24.0
10668,18696,24.05
10668,13158,24.11
10668,19846,24.24
10668,19392,24.28
10668,18075,24.3
10668,15565,24.31
10668,22944,24.34
10668,16859,24.39
10668,19238,24.41
10668,15321,24.48
10668,19098,24.5
10668,13837,24.5
10668,24418,24.55
10668,15264,24.57
10668,23736,24.58
10668,11407,24.58
10668,18147,24.58
10668,14916,24.59
10668,20447,24.63
10668,14505,24.66
10668,24728,24.67
10668,14719,24.69
10688,11434,22.99
10688,14624,23.09
10688,18696,23.12
10688,23793,23.14
10688,16638,23.42
10688,15264,23.68
10688,13638,23.7
10688,19413,23.9
10688,14559,23.98
10688,18705,24.03
10688,15723,24.07
10688,19633,24.08
10688,20914,24.12
10688,20989,24.16
10688,13837,24.3
10688,11257,24.33
10688,15894,24.34
10688,18577,24.46
10688,18516,24.49
10688,19240,24.49
10688,19878,24.53
10688,25005,24.55
10688,21394,24.56
10688,22645,24.68
10688,24162,24.69
10688,12084,24.69
10688,11835,24.7
10688,13755,24.71
10688,24418,24.71
10688,24674,24.72
10688,14505,24.72
10703,16122,21.77
10703,25557,22.54
10703,14637,23.0
10703,19291,23.4
10703,16550,23.9
10703,15927,23.92
10703,14122,24.14
10703,13158,24.18
10703,22440,24.27
10703,13204,24.33
10703,21687,24.43
10703,16952,24.43
10703,21748,24.44
10703,13588,24.49
10703,11964,24.51
10703,11793,24.54
10703,23793,24.55
10703,12812,24.56
10703,13755,24.67
10703,18075,24.7
10773,17938,22.05
10773,23151,22.85
10773,22872,22.91
10773,15950,23.08
10773,14719,23.29
10773,23544,23.36
10773,17765,23.45
10773,17956,23.48
10773,11809,23.64
10773,17798,23.73
10773,15927,23.88
10773,16277,23.89
10773,24003,23.9
10773,24114,23.92
10773,23456,23.95
10773,25677,23.97
10773,13680,23.98
10773,12094,24.01
10773,16384,24.07
10773,18605,24.1
10773,20674,24.18
10773,21554,24.24
10773,22642,24.25
10773,16455,24.26
10773,19403,24.29
10773,25027,24.31
10773,16691,24.31
10773,16799,24.36
10773,13602,24.36
10773,23994,24.37
10773,19833,24.38
10773,24674,24.38
10773,11407,24.38
10773,16722,24.4
10773,23715,24.4
10773,23339,24.43
10773,13588,24.46
10773,14863,24.46
10773,17618,24.46
10773,23879,24.47
10773,13393,24.49
10773,19192,24.49
10773,19692,24.5
10773,24494,24.52
10773,10815,24.52
10773,19827,24.53
10773,13837,24.53
10773,18314,24.53
10773,17650,24.57
10773,13638,24.58
10773,18293,24.59
10773,22718,24.6
10773,13009,24.6
10773,11390,24.61
10773,11801,24.63
10773,25812,24.65
